Image_Num,Name,Visibility,Quality,Type,Blur,Brightness,Noise,Contrast,Compression,Sharpness,Exposure
25,image_0025.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,image_0026.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,image_0027.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,image_0028.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,image_0029.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,image_0030.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,image_0031.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,image_0032.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
33,image_0033.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,image_0034.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,image_0035.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,image_0036.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,image_0037.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,image_0038.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,image_0039.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,image_0040.jpg,1,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
41,image_0041.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,image_0042.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,image_0043.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,image_0044.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,image_0045.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,image_0046.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,image_0047.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,image_0048.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,image_0049.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,image_0050.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,image_0051.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,image_0052.jpg,1,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
53,image_0053.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,image_0054.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,image_0055.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,image_0056.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,image_0057.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,image_0058.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,image_0059.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,image_0060.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,image_0061.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,image_0062.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,image_0063.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,image_0064.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
65,image_0065.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,image_0066.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,image_0067.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,image_0068.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,image_0069.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
70,image_0070.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,image_0071.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,image_0072.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,image_0073.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,image_0074.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75,image_0075.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,image_0076.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
77,image_0077.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,image_0078.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
79,image_0079.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
80,image_0080.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
81,image_0081.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,image_0082.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,image_0083.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,image_0084.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,image_0085.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86,image_0086.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
87,image_0087.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
88,image_0088.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
89,image_0089.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
90,image_0090.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,image_0091.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
92,image_0092.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93,image_0093.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
94,image_0094.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
95,image_0095.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,image_0096.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,image_0097.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,image_0098.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,image_0099.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,image_0100.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,image_0101.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,image_0102.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,image_0103.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,image_0104.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
105,image_0105.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,image_0106.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,image_0107.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,image_0108.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,image_0109.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,image_0110.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,image_0111.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,image_0112.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,image_0113.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,image_0114.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,image_0115.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
116,image_0116.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,image_0117.jpg,1,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
118,image_0118.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119,image_0119.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
120,image_0120.jpg,1,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
121,image_0121.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122,image_0122.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123,image_0123.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124,image_0124.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,image_0125.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
126,image_0126.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
127,image_0127.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
128,image_0128.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
129,image_0129.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
130,image_0130.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
131,image_0131.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
132,image_0132.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
133,image_0133.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
134,image_0134.jpg,1,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
135,image_0135.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
136,image_0136.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
137,image_0137.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,image_0138.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,image_0139.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,image_0140.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,image_0141.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,image_0142.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
143,image_0143.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144,image_0144.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
145,image_0145.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
146,image_0146.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
147,image_0147.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
148,image_0148.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
149,image_0149.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
150,image_0150.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
151,image_0151.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
152,image_0152.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
153,image_0153.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
154,image_0154.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
155,image_0155.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
156,image_0156.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
157,image_0157.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
158,image_0158.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
159,image_0159.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
160,image_0160.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
161,image_0161.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
162,image_0162.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
163,image_0163.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
164,image_0164.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
165,image_0165.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
166,image_0166.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
167,image_0167.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,image_0168.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,image_0169.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,image_0170.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,image_0171.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,image_0172.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,image_0173.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0
174,image_0174.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,image_0175.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,image_0176.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,image_0177.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,image_0178.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
179,image_0179.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180,image_0180.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,image_0181.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,image_0182.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183,image_0183.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
184,image_0184.jpg,1,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
185,image_0185.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,image_0186.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187,image_0187.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,image_0188.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,image_0189.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,image_0190.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
191,image_0191.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
192,image_0192.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,image_0193.jpg,0,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0
194,image_0194.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
195,image_0195.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
196,image_0196.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
197,image_0197.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
198,image_0198.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
199,image_0199.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
200,image_0200.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
201,image_0201.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
202,image_0202.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
203,image_0203.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
204,image_0204.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
205,image_0205.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
206,image_0206.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,image_0207.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
208,image_0208.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
209,image_0209.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
210,image_0210.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0
211,image_0211.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
212,image_0212.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
213,image_0213.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,image_0214.jpg,0,0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0
215,image_0215.jpg,0,0,,1.0,2.0,1.0,1.0,1.0,4.0,1.0
216,image_0216.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
217,image_0217.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
218,image_0218.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
219,image_0219.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,image_0220.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
221,image_0221.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
222,image_0222.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
223,image_0223.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
224,image_0224.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
225,image_0225.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
226,image_0226.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
227,image_0227.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
228,image_0228.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
229,image_0229.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
230,image_0230.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
231,image_0231.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
232,image_0232.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
233,image_0233.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
234,image_0234.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
235,image_0235.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,image_0236.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
237,image_0237.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
238,image_0238.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
239,image_0239.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
240,image_0240.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
241,image_0241.jpg,0,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
242,image_0242.jpg,0,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
243,image_0243.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
244,image_0244.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
245,image_0245.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
246,image_0246.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
247,image_0247.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
248,image_0248.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
249,image_0249.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
250,image_0250.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
251,image_0251.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
252,image_0252.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
253,image_0253.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
254,image_0254.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
255,image_0255.jpg,1,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
256,image_0256.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
257,image_0257.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
258,image_0258.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
259,image_0259.jpg,1,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
260,image_0260.jpg,1,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
261,image_0261.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
262,image_0262.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
263,image_0263.jpg,0,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
264,image_0264.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
265,image_0265.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
266,image_0266.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,image_0267.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
268,image_0268.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
269,image_0269.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
270,image_0270.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
271,image_0271.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
272,image_0272.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
273,image_0273.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
274,image_0274.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
275,image_0275.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
276,image_0276.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
277,image_0277.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
278,image_0278.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
279,image_0279.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
280,image_0280.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
281,image_0281.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
282,image_0282.jpg,0,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
283,image_0283.jpg,0,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
284,image_0284.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
285,image_0285.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
286,image_0286.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
287,image_0287.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,image_0288.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
289,image_0289.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290,image_0290.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,image_0291.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
292,image_0292.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,image_0293.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
294,image_0294.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
295,image_0295.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
296,image_0296.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
297,image_0297.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
298,image_0298.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
299,image_0299.jpg,0,1,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
300,image_0300.jpg,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0
301,image_0301.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,image_0302.jpg,0,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
303,image_0303.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
304,image_0304.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
305,image_0305.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
306,image_0306.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
307,image_0307.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
308,image_0308.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,2.0,1.0
309,image_0309.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
310,image_0310.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
311,image_0311.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
312,image_0312.jpg,1,0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0
313,image_0313.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,2.0,1.0
314,image_0314.jpg,0,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
315,image_0315.jpg,1,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
